Course,Course Title,Instructor Name,Term,Section,TOTAL(COUNTD([COURSE_ID])),Avg. Number of Records,Number of Grades
CMSC434,INTRO HMN-CMP INTERACTN,"Sazawal, V.",Spring 2019,0101,863,1,87
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2016,0101,863,1,50
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2017,0101,863,1,48
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2018,0101,863,1,47
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2019,0101,863,1,39
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Fall 2020,0101,863,1,45
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Spring 2016,0101,863,1,51
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Spring 2017,0101,863,1,47
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Spring 2018,0101,863,1,48
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Spring 2019,0101,863,1,48
CMSC435,SOFTWARE ENGINEERING,"Purtilo, J.",Spring 2020,0101,863,1,46
CMSC435,SOFTWARE ENGINEERING,"Vanhoy, G.",Fall 2019,0201,863,1,45
CMSC435,SOFTWARE ENGINEERING,"Vanhoy, G.",Spring 2020,0201,863,1,52
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Keleher, P.",Spring 2019,0101,863,1,155
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Keleher, P.",Spring 2020,0101,863,1,148
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Memon, A.",Spring 2017,0101,863,1,83
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Porter, A.",Fall 2016,0101,863,1,84
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Porter, A.",Fall 2017,0101,863,1,88
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Porter, A.",Fall 2018,0101,863,1,144
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Porter, A.",Fall 2019,0101,863,1,159
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Porter, A.",Fall 2020,0101,863,1,197
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Sazawal, V.",Spring 2016,0201,863,1,74
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Song, C.",Spring 2016,0101,863,1,75
CMSC436,PRGRMNG HANDHELD SYSTEMS,"Song, C.",Spring 2017,0201,863,1,85
CMSC451,DSG&AN CMPTR ALGOR,"Chang, J.",Spring 2017,0101,863,1,85
CMSC451,DSG&AN CMPTR ALGOR,"Childs, A.",Fall 2018,0201,863,1,145
CMSC451,DSG&AN CMPTR ALGOR,"Childs, A.",Spring 2016,0101,863,1,73
CMSC451,DSG&AN CMPTR ALGOR,"Childs, A.",Spring 2018,0101,863,1,105
CMSC451,DSG&AN CMPTR ALGOR,"Khuller, S.",Spring 2017,0101,863,1,85
CMSC451,DSG&AN CMPTR ALGOR,"Mount, D.",Fall 2017,0101,863,1,86
CMSC451,DSG&AN CMPTR ALGOR,"Srinivasan, A.",Fall 2016,0101,863,1,81
CMSC451,DSG&AN CMPTR ALGOR,"Srinivasan, A.",Fall 2017,0201,863,1,50
CMSC451,DSG&AN CMPTR ALGOR,"Srinivasan, A.",Fall 2018,0301,863,1,29
CMSC451,DSG&AN CMPTR ALGOR,"Srinivasan, A.",Spring 2019,0101,863,1,130
CMSC451,DSGN & ANLYS CMPTR ALGOR,"Childs, A.",Fall 2019,0101,863,1,98
CMSC451,DSGN & ANLYS CMPTR ALGOR,"Childs, A.",Fall 2019,0201,863,1,97
CMSC451,DSGN & ANLYS CMPTR ALGOR,"Childs, A.",Fall 2020,0101,863,1,151
CMSC451,DSGN & ANLYS CMPTR ALGOR,"Katz, J.",Fall 2020,0201,863,1,100
CMSC451,DSGN & ANLYS CMPTR ALGOR,"Kruskal, C.",Spring 2020,0101,863,1,128
CMSC452,ELEM THRY COMPTNG,"Gasarch, W.",Spring 2020,0101,863,1,45
CMSC452,ELEM THRY COMPUTN,"Gasarch, W.",Spring 2017,0101,863,1,47
CMSC452,ELEM THRY COMPUTN,"Gasarch, W.",Spring 2018,0101,863,1,52
CMSC452,ELEM THRY COMPUTN,"Gasarch, W.",Spring 2019,0101,863,1,40
CMSC452,ELEM THRY COMPUTN,"Kruskal, C.",Spring 2016,0101,863,1,43
CMSC454,ALGORITHMS FOR DATA SCI,"Harris, D.",Spring 2020,0101,863,1,11
CMSC456,CRYPTOLOGY,"Katz, J.",Fall 2016,0101,863,1,83
CMSC457,INTRO QUANTUM COMPUTING,"Childs, A.",Spring 2019,0101,863,1,18
CMSC457,INTRO QUANTUM COMPUTING,"Wu, X.",Spring 2018,0101,863,1,21
CMSC457,INTRO QUANTUM COMPUTING,"Wu, X.",Spring 2020,0101,863,1,34
CMSC470,INTRO NATRL LANG PRCSS,"Boyd-Graber Ying, J.",Spring 2019,0101,863,1,38
CMSC470,INTRO NATRL LANG PRCSS,"Carpuat, M.",Fall 2018,0201,863,1,17
CMSC470,INTRO NATRL LANG PRCSS,"Carpuat, M.",Fall 2019,0101,863,1,36
CMSC470,INTRO NATRL LANG PRCSS,"Rytting, C.",Spring 2020,0101,863,1,15
CMSC474,INTRO CMPTNL GAME THRY,"Cleaveland, W.",Spring 2016,0101,863,1,41
CMSC474,INTRO CMPTNL GAME THRY,"Hajiaghayi, M.",Fall 2017,0101,863,1,38
CMSC474,INTRO CMPTNL GAME THRY,"Hajiaghayi, M.",Spring 2019,0101,863,1,33
CMSC474,INTRO CMPTNL GAME THRY,"Nau, D.",Fall 2016,0101,863,1,45
CMSC474,INTRO CMPTNL GAME THRY,"Nau, D.",Spring 2016,0101,863,1,41
CMSC498F,ROBOTICS & PERCEPTION,"Fermuller, C.",Spring 2016,0101,863,1,31
CMSC498F,ROBOTICS & PERCEPTION,"Fermuller, C.",Spring 2017,0101,863,1,28
CMSC498I,COMPUTER VISION,"Davis, L.",Fall 2016,0101,863,1,40
CMSC498J,SOCIAL MEDIA COMPUTING,"Amiriebrahimabadi, H.",Spring 2016,0101,863,1,45
CMSC498L,INTRO TO DEEP LEARNING,"Shrivastava, A.",Spring 2019,0101,863,1,35
CMSC498L,INTRO TO DEEP LEARNING,"Shrivastava, A.",Spring 2020,0101,863,1,74
CMSC498M,MACHINE LEARNING,"Babadi, B.",Spring 2018,0101,863,1,15
CMSC498N,DIGITAL MEDIA,"Eastman, R.",Spring 2020,0101,863,1,11
CMSC498O,INTRO DATA VISUALIZATION,"Battle, L.",Spring 2019,0101,863,1,27
CMSC498O,INTRO DATA VISUALIZATION,"Battle, L.",Spring 2020,0101,863,1,48
CMSC498P,MACHINE LEARNING CPSTN,"Goldstein, T.",Fall 2020,0101,863,1,12
CMSC498R,INTRO TO CRYPTOLOGY,"Glasner, D.",Spring 2016,0101,863,1,16
CMSC498V,ADV FUNCTIONAL PROGRAMNG,"Vazou, N.",Fall 2017,0101,863,1,38
CMSC498V,ADV TPCS IN MACHINE LRNG,"Huang, F.",Fall 2018,0101,863,1,19
CMSC498W,INTRO VIRTUAL AGMNT REAL,"Juba, D.",Spring 2016,0101,863,1,29
CMSC498W,INTRO VIRTUAL AGMNT REAL,"Varshney, A.",Spring 2016,0101,863,1,29
CMSC498X,INTR PARALLEL COMPUTING,"Bhatele, A.",Fall 2020,0101,863,1,22
CMSC498X,INTR WRLSS COMM SD RADIO,"Lichtman, M.",Fall 2018,0101,863,1,21
CMSC498X,INTR WRLSS COMM SD RADIO,"Lichtman, M.",Fall 2019,0101,863,1,31
CMSC498Y,WIRELESS NETWORKING,"Sahoo, A.",Fall 2016,0101,863,1,23
CMSC498Z,INFO CENTRIC DESIGN SYST,"Agrawala, A.",Spring 2017,0101,863,1,10
CMSC624,DATABASE SYSTM ARC & IMP,"Abadi, D.",Fall 2019,0101,863,1,24
CMSC624,DATABASE SYSTM ARC & IMP,"Abadi, D.",Fall 2020,0101,863,1,26
CMSC630,FNDTNS SOFTWARE VERIFCTN,"Cleaveland, W.",Spring 2018,0101,863,1,23
CMSC631,PROG ANLYS&UNDERSTANDING,"Hicks, M.",Fall 2017,0101,863,1,23
CMSC631,PROG ANLYS&UNDERSTANDING,"Lampropoulos, L.",Fall 2019,0101,863,1,24
CMSC631,PROG ANLYS&UNDERSTANDING,"Lampropoulos, L.",Fall 2020,0101,863,1,20
CMSC631,PROG ANLYS&UNDERSTANDING,"Rand, R.",Spring 2019,0101,863,1,22
CMSC634,EMP RSRCH MTHDS IN CMSC,"Mazurek, M.",Fall 2018,0101,863,1,27
CMSC634,EMP RSRCH MTHDS IN CMSC,"Mazurek, M.",Fall 2020,0101,863,1,28
CMSC634,EMP RSRCH MTHDS IN CMSC,"Mazurek, M.",Spring 2017,0101,863,1,19
CMSC641,PRINCIPLES OF DATA SCI,"Deshpande, A.",Fall 2017,PCD1,863,1,14
CMSC641,PRINCIPLES OF DATA SCI,"Dickerson, J.",Fall 2018,PCD1,863,1,13
CMSC642,BIG DATA SYSTEMS,"Saggar, P.",Spring 2019,PCD1,863,1,15
CMSC643,MACH LEARN & DATA MINING,"Corrada Bravo, H.",Fall 2017,PCD1,863,1,11
CMSC643,MACH LEARN & DATA MINING,"Corrada Bravo, H.",Fall 2018,PCD1,863,1,16
CMSC644,ALGORITHMS FOR DATA SCI,"Corrada Bravo, H.",Spring 2019,PCD1,863,1,14
CMSC644,ALGORITHMS FOR DATA SCI,"Khuller, S.",Spring 2019,PCD1,863,1,14
CMSC651,ANALYSIS OF ALGORITHMS,"Srinivasan, A.",Spring 2018,0101,863,1,37
CMSC652,COMPLEXITY THEORY,"Wu, X.",Fall 2017,0101,863,1,19
CMSC657,INTRO QUANTUM PROCESS,"Alagic, G.",Fall 2020,0101,863,1,35
CMSC657,INTRO QUANTUM PROCESS,"Wu, X.",Fall 2018,0101,863,1,39
CMSC657,INTRO QUANTUM PROCESS,"Wu, X.",Fall 2019,0101,863,1,36
CMSC701,COMPUTATIONAL GENOMICS,"Pop, M.",Fall 2016,0101,863,1,37
CMSC701,COMPUTATIONAL GENOMICS,"Pop, M.",Spring 2019,0101,863,1,29
CMSC702,COMPUTATIONAL SYS BIOL,"Khan, Z.",Spring 2016,0101,863,1,22
CMSC703,NTWK ANLYS MODEL BIO SYS,"Ruppin, E.",Spring 2017,0101,863,1,16
CMSC711,COMPUTER NETWORKS,"Bhattacharjee, S.",Spring 2016,0101,863,1,13
CMSC711,COMPUTER NETWORKS,"Bhattacharjee, S.",Spring 2018,0101,863,1,13
CMSC711,COMPUTER NETWORKS,"Bhattacharjee, S.",Spring 2020,0101,863,1,16
CMSC714,HIGH PERF COMP SYS,"Bhatele, A.",Fall 2019,0101,863,1,13
CMSC714,HIGH PERF COMP SYS,"Sussman, A.",Fall 2018,0101,863,1,37
CMSC714,HIGH PERF COMP SYS,"Sussman, A.",Spring 2017,0101,863,1,23
CMSC722,ARTIFICIAL INTELL PLAN,"Nau, D.",Spring 2016,0101,863,1,12
CMSC722,ARTIFICIAL INTELL PLAN,"Nau, D.",Spring 2018,0101,863,1,19
CMSC722,ARTIFICIAL INTELL PLAN,"Nau, D.",Spring 2019,0101,863,1,20
CMSC722,ARTIFICIAL INTELL PLAN,"Nau, D.",Spring 2020,0101,863,1,30
CMSC723,COMPUTATIONAL LING I,"Boyd-Graber Ying, J.",Fall 2018,0101,863,1,63
CMSC723,COMPUTATIONAL LING I,"Carpuat, M.",Fall 2016,0101,863,1,45
CMSC723,COMPUTATIONAL LING I,"Carpuat, M.",Fall 2017,0101,863,1,44
CMSC723,COMPUTATIONAL LING I,"Daume, H.",Fall 2019,0101,863,1,87
CMSC724,DATABASE MGMT SYSTEMS,"Deshpande, A.",Spring 2016,0101,863,1,19
CMSC724,DATABASE MGMT SYSTEMS,"Deshpande, A.",Spring 2017,0101,863,1,23
CMSC725,GEOG SYS SPATIAL DATABAS,"Samet, H.",Fall 2017,0101,863,1,10
CMSC726,MACHINE LEARNING,"Boyd-Graber Ying, J.",Fall 2017,0101,863,1,58
CMSC726,MACHINE LEARNING,"Daume, H.",Spring 2016,0101,863,1,47
CMSC726,MACHINE LEARNING,"Feizi-Khankandi, S.",Fall 2018,0101,863,1,47
CMSC726,MACHINE LEARNING,"Feizi-Khankandi, S.",Fall 2019,0101,863,1,82
CMSC727,NEURAL MODELING,"Reggia, J.",Fall 2018,0101,863,1,40
CMSC727,NEURAL MODELING,"Reggia, J.",Fall 2020,0101,863,1,38
CMSC727,NEURAL MODELING,"Reggia, J.",Spring 2017,0101,863,1,39
CMSC733,COMP PROC PIC INFO,"Aloimonos, J.",Spring 2017,0101,863,1,17
CMSC733,COMP PROC PIC INFO,"Aloimonos, J.",Spring 2019,0101,863,1,21
CMSC733,COMP PROC PIC INFO,"Aloimonos, J.",Spring 2020,0101,863,1,30
CMSC734,INFORMTN VISUALIZATION,"Liu, Z.",Fall 2020,0101,863,1,28
CMSC737,FUND OF SOFTWARE TESTING,"Memon, A.",Fall 2016,0101,863,1,21
CMSC737,FUND OF SOFTWARE TESTING,"Memon, A.",Fall 2017,0101,863,1,18
CMSC740,ADV COMP GRAPHICS,"Zwicker, M.",Fall 2017,0101,863,1,18
CMSC740,ADV COMP GRAPHICS,"Zwicker, M.",Spring 2019,0101,863,1,29
CMSC740,ADV COMP GRAPHICS,"Zwicker, M.",Spring 2020,0101,863,1,36
CMSC754,COMPUTATIONAL GEOMETRY,"Mount, D.",Fall 2016,0101,863,1,32
CMSC754,COMPUTATIONAL GEOMETRY,"Mount, D.",Spring 2020,0101,863,1,54
CMSC764,ADV NUMRCL OPTIMIZ,"Goldstein, T.",Spring 2016,0101,863,1,35
CMSC798E,GRAD SEM CMPTR SCI,"Corrada Bravo, H.",Fall 2017,0101,863,1,24
CMSC798E,GRAD SEM CMPTR SCI,"Duraiswami, R.",Fall 2019,0101,863,1,31
CMSC798E,GRAD SEM CMPTR SCI,"Foster, J.",Fall 2016,0101,863,1,36
CMSC798F,HOW TO CONDUCT RESEARCH,"Davis, L.",Spring 2017,0101,863,1,37
CMSC798F,HOW TO CONDUCT RESEARCH,"Duraiswami, R.",Spring 2019,0101,863,1,59
CMSC798F,HOW TO CONDUCT RESEARCH,"Foster, J.",Spring 2018,0101,863,1,53
CMSC798F,HOW TO CONDUCT RESEARCH,"Shneiderman, B.",Spring 2016,0101,863,1,47
CMSC800,CONDUCT GREAT RESEARCH,"Duraiswami, R.",Spring 2020,0101,863,1,69
CMSC801,DEPT RESEARCH SEMINAR,"Duraiswami, R.",Fall 2020,0101,863,1,25
CMSC818B,DECSN-MKG FOR ROBOTICS,"Tokekar, P.",Fall 2019,0101,863,1,32
CMSC818B,DECSN-MKG FOR ROBOTICS,"Tokekar, P.",Fall 2020,0101,863,1,45
CMSC818D,FACTORS SCRTY & PRIVACY,"Mazurek, M.",Spring 2016,0101,863,1,16
CMSC818D,HMN FCTR SCRTY PRVCY,"Mazurek, M.",Spring 2020,0101,863,1,30
CMSC818D,HMN FCTRS IN SCRTY & PRV,"Mazurek, M.",Spring 2018,0101,863,1,16
CMSC818E,"CLOUDS, CONSISTENCY","Keleher, P.",Fall 2020,0101,863,1,15
CMSC818E,DIS & CLOUD STRG SYSTEMS,"Keleher, P.",Fall 2018,0101,863,1,10
CMSC818E,DIS & CLOUD STRG SYSTEMS,"Keleher, P.",Fall 2019,0101,863,1,22
CMSC818F,APP CRYPT & HOSTILE GVRN,"Miers, I.",Fall 2020,0101,863,1,20
CMSC818G,INFO-CNTR DESIGN SYS,"Agrawala, A.",Spring 2016,0101,863,1,20
CMSC818G,INFO-CNTR DESIGN SYS,"Agrawala, A.",Spring 2017,0101,863,1,14
CMSC818G,INFO-CNTR DESIGN SYS,"Agrawala, A.",Spring 2018,0101,863,1,21
CMSC818K,CODING THEORY & APPLCTNS,"Barg, A.",Fall 2020,0101,863,1,24
CMSC818N,ROBOTICS,"Manocha, D.",Spring 2019,0101,863,1,29
CMSC818N,ROBOTICS,"Manocha, D.",Spring 2020,0101,863,1,28
CMSC818O,CMPTR & NTWRK SECURITY,"Levin, D.",Fall 2017,0101,863,1,19
CMSC818O,CMPTR & NTWRK SECURITY,"Levin, D.",Fall 2018,0101,863,1,26
CMSC818O,CMPTR & NTWRK SECURITY,"Levin, D.",Fall 2019,0101,863,1,25
CMSC818O,CMPTR & NTWRK SECURITY,"Levin, D.",Spring 2017,0101,863,1,24
CMSC818W,WRLS & MOB SYS IOT,"Roy, N.",Spring 2019,0101,863,1,22
CMSC818W,WRLS & MOBL SYST IOT,"Roy, N.",Fall 2019,0101,863,1,33
CMSC818W,WRLSS & MOBILE SYSTM IOT,"Roy, N.",Fall 2020,0101,863,1,27
CMSC818X,INTRO PARALLEL COMPUTING,"Bhatele, A.",Fall 2020,0101,863,1,25
CMSC828B,NEURAL MACHINE TRANS,"Carpuat, M.",Spring 2020,0101,863,1,29
CMSC828C,LOGIC & ARTICIFIC INTEL,"Subrahmanian, V.",Spring 2016,0101,863,1,16
CMSC828D,ADV TOPC INFO PROC,"Battle, L.",Fall 2018,0201,863,1,24
CMSC828D,INTERACTIVE DATA ANLYTCS,"Battle, L.",Fall 2019,0101,863,1,35
CMSC828I,ADV TCH VISUAL LRN & RCG,"Shrivastava, A.",Fall 2018,0101,863,1,29
CMSC828I,ADV TCH VISUAL LRN & RCG,"Shrivastava, A.",Fall 2019,0101,863,1,56
CMSC828I,ADV TCH VISUAL LRN & RCG,"Shrivastava, A.",Fall 2020,0101,863,1,64
CMSC828J,CMMN-SNS REASON & LANG,"Rudinger, R.",Fall 2020,0101,863,1,19
CMSC828J,DEEP LRN MDL VIDEO ANLYS,"Davis, L.",Spring 2018,0101,863,1,35
CMSC828K,ROBOTICS & PERCEPTION,"Fermuller, C.",Spring 2016,0101,863,1,10
CMSC828L,DEEP LEARNING,"Jacobs, D.",Fall 2016,0101,863,1,29
CMSC828L,DEEP LEARNING,"Jacobs, D.",Fall 2018,0101,863,1,73
CMSC828M,APP MECH DES SOC GOOD,"Dickerson, J.",Spring 2018,0101,863,1,34
CMSC828M,APPL MECH DES SOC GOOD,"Dickerson, J.",Fall 2016,0101,863,1,22
CMSC828M,APPLIED MECH DESIGN,"Dickerson, J.",Spring 2020,0101,863,1,50
CMSC828N,DTBSE SYS ARCH & IMPLMT,"Abadi, D.",Fall 2017,0101,863,1,10
CMSC828O,ANALYSIS BIO NETWORKS,"Corrada Bravo, H.",Fall 2017,0101,863,1,31
CMSC828O,ANALYSIS BIO NETWORKS,"Corrada Bravo, H.",Fall 2018,0101,863,1,27
CMSC828O,ANALYSIS BIO NETWORKS,"Corrada Bravo, H.",Fall 2019,0101,863,1,24
CMSC828P,ALGORITHMS & MACINE LRNG,"Leiserson, M.",Fall 2017,0101,863,1,11
CMSC828P,ALGORITHMS & MACINE LRNG,"Leiserson, M.",Fall 2018,0101,863,1,16
CMSC828Q,NATURE INSPRD COMPUTING,"Reggia, J.",Fall 2019,0101,863,1,19
CMSC828R,ADV TOPICS IN INFO PROC,"Huang, F.",Fall 2017,0101,863,1,15
CMSC828T,AERIAL ROBOTICS,"Aloimonos, J.",Fall 2017,0101,863,1,29
CMSC828U,AGLOR ML GUARNT ANAL,"Huang, F.",Fall 2020,0101,863,1,71
CMSC828U,GUARANTEES & ANALYSES,"Huang, F.",Spring 2019,0101,863,1,32
CMSC828W,FNDTNS OF DEEP LEARNING,"Feizi-Khankandi, S.",Fall 2020,0101,863,1,92
CMSC828X,ALG PRB DTRMN GRPH MDLS,"Dechter, R.",Spring 2019,0101,863,1,15
CMSC828X,"MDLING, SIM, & ANIMTION","Lin, M.",Fall 2019,0101,863,1,21
CMSC828Y,HUMAN-LEVEL AI,"Perlis, D.",Spring 2017,0101,863,1,10
CMSC828Z,INFO RETRIEVAL SYSTEMS,"Galuscakova, P.",Fall 2019,0101,863,1,14
CMSC828Z,REINFORCEMENT LEARNING,"Daume, H.",Fall 2016,0101,863,1,24
CMSC838E,COMPILER CONSTRUCTION,"Van Horn, D.",Spring 2020,0101,863,1,19
CMSC838J,INTERACTIVE TECHNOLOGIES,"Peng, H.",Spring 2019,0101,863,1,29
CMSC838J,INTERACTIVE TECHNOLOGIES,"Peng, H.",Spring 2020,0101,863,1,39
CMSC838J,INTRCV TECH HCI,"Peng, H.",Fall 2020,0101,863,1,36
CMSC838M,MODEL CHECKING,"Cleaveland, W.",Spring 2017,0101,863,1,13
CMSC858C,RANDOMIZED ALGORITHMS,"Srinivasan, A.",Spring 2017,0101,863,1,23
CMSC858D,HIGH-THROUGHPUT GENOMICS,"Patro, R.",Fall 2019,0101,863,1,17
CMSC858D,HIGH-THROUGHPUT GENOMICS,"Patro, R.",Fall 2020,0101,863,1,11
CMSC858E,THEORY OF COMPUTNG,"Khuller, S.",Fall 2018,0201,863,1,23
CMSC858G,"BANDITS, EXPERTS, & GAME","Slivkins, A.",Fall 2016,0101,863,1,15
CMSC858K,INTRO QUANTUM INFO PRCSS,"Childs, A.",Fall 2016,0101,863,1,34
CMSC858K,INTRO QUANTUM INFO PRCSS,"Childs, A.",Fall 2017,0101,863,1,36
CMSC858M,FUN HARDNESS PROOFS,"Hajiaghayi, M.",Spring 2019,0101,863,1,20
CMSC858Q,QUANTUM ALGORITHMS,"Childs, A.",Spring 2017,0101,863,1,12
CMSC858R,RAMSEY THEORY,"Gasarch, W.",Spring 2018,0101,863,1,24
CMSC858X,BIO NETWORK ANALYSIS,"Ruppin, E.",Spring 2016,0101,863,1,10
CMSC898,PRE-CANDIDACY RESEARCH,"Davis, L.",Fall 2016,1600,863,1,12
CMSC898,PRE-CANDIDACY RESEARCH,"Davis, L.",Fall 2018,1600,863,1,10
CMSC898,PRE-CANDIDACY RESEARCH,"Davis, L.",Spring 2017,1600,863,1,10
CMSC898,PRE-CANDIDACY RESEARCH,"Davis, L.",Spring 2020,1600,863,1,10
CMSC898,PRE-CANDIDACY RESEARCH,"Manocha, D.",Fall 2020,0107,863,1,13
